value,dataset
794179404667.9052,gdp
832657219644.1719,gdp
814471742080.9604,gdp
885972638010.798,gdp
992555771865.102,gdp
987483973174.614,gdp
979351629694.5852,gdp
1090479523920.402,gdp
1286313655244.4343,gdp
1542092360435.5688,gdp
1810948296494.2844,gdp
2140272377688.6155,gdp
2674260694118.665,gdp
2399657699929.6226,gdp
2820272200083.828,gdp
3396706596374.7183,gdp
3660136638354.7,gdp
3601732090293.314,gdp
3627618410020.679,gdp
3201010427587.39,gdp
3234258578074.412,gdp
3372000244857.3706,gdp
3538057099135.2173,gdp
3549945029851.937,gdp
3199081953495.5312,gdp
3780277127064.962,gdp
4497116837259.169,gdp
4287684126920.0137,gdp
16704026753.445623,gdp
17557120696.780518,gdp
19831954715.696064,gdp
22069291933.66117,gdp
24617799779.61315,gdp
26062551137.370216,gdp
28365755340.03009,gdp
32195841272.67419,gdp
36067940559.86558,gdp
40240513239.44026,gdp
46198167084.35251,gdp
55204613518.49619,gdp
73351600922.53064,gdp
113703556047.5041,gdp
129606146584.85696,gdp
160583386064.15643,gdp
185575300986.7704,gdp
197625824431.1469,gdp
248161623014.4619,gdp
301595206374.4333,gdp
289458760549.64166,gdp
324177162508.14056,gdp
359841677153.7612,gdp
374704780586.90137,gdp
404949297954.2344,gdp
436918472003.4965,gdp
377069625965.624,gdp
359497678931.064,gdp
359505608254.445,gdp
500008055193.9373,gdp
254373550217.13773,gdp
277940621828.7816,gdp
287670603066.9007,gdp
304590448179.39764,gdp
336976502406.652,gdp
377439700431.51697,gdp
396737077681.0845,gdp
406659451056.21466,gdp
444857187154.8823,gdp
470235593839.2626,gdp
476450622805.49646,gdp
459606900952.3675,gdp
505492205617.9615,gdp
599985781725.0558,gdp
702009563713.1754,gdp
822974526165.268,gdp
1010437030742.8988,gdp
1252791257447.2617,gdp
1213166741475.6765,gdp
1403549209820.2505,gdp
1643533882162.4666,gdp
1770684776788.205,gdp
1630478469590.373,gdp
1611999713800.0613,gdp
1446610375148.2903,gdp
1481309318329.8464,gdp
1480563802249.524,gdp
1405206066869.7126,gdp
1416000165481.5989,gdp
1308832802715.092,gdp
1517193141067.382,gdp
1740947356984.7458,gdp
1629170225345.5205,gdp
16859956000.577162,gdp
17721013430.697613,gdp
20017082638.059296,gdp
22275305018.21469,gdp
24847602751.215687,gdp
26305840617.03649,gdp
28630544838.97985,gdp
32496383972.019363,gdp
36404628647.12123,gdp
40616151582.59116,gdp
46629419112.300446,gdp
55719939191.23262,gdp
74036325634.51567,gdp
114764959393.67683,gdp
130815997907.46864,gdp
162082404645.748,gdp
187307614841.1593,gdp
199470627871.18823,gdp
250478169534.3365,gdp
304410546301.9,gdp
292160808820.65656,gdp
327203301153.22546,gdp
363200737973.8455,gdp
378202585948.20166,gdp
408729430738.2906,gdp
440997031586.9405,gdp
380589506756.0965,gdp
362853528586.2793,gdp
362861531928.5448,gdp
504675545300.17865,gdp
256748084020.3331,gdp
280535150234.9394,gdp
290355959192.11444,gdp
307433748179.3977,gdp
340259302406.65204,gdp
380849300431.5171,gdp
400496877681.0845,gdp
410727251056.2147,gdp
449128387154.8823,gdp
474549193839.2626,gdp
480454322805.49664,gdp
463162700952.3677,gdp
509460205617.9616,gdp
604588881725.0559,gdp
707135263713.1755,gdp
828322826165.2681,gdp
1016252730742.8988,gdp
1260101657447.262,gdp
1221252441475.6765,gdp
1413230709820.2507,gdp
1654719982162.4668,gdp
1782893176788.205,gdp
1643993969590.373,gdp
1625989413800.0613,gdp
1460582775148.2903,gdp
1496714718329.8464,gdp
1496691802249.524,gdp
1421482666869.7126,gdp
1433133665481.5989,gdp
1324364502715.092,gdp
1535302141067.382,gdp
1760103359907.5437,gdp
1646554468701.6702,gdp
270718545932.66968,gdp
267466073756.1015,gdp
271024736960.956,gdp
298767047598.6059,gdp
340749024777.36584,gdp
375732002588.5393,gdp
382481545637.41626,gdp
398430848629.2816,gdp
420802105645.2916,gdp
468893137990.1503,gdp
513783083528.124,gdp
547623110810.5995,gdp
614334521122.8446,gdp
762749412532.935,gdp
959290771482.4144,gdp
1083426431226.2303,gdp
1157806517207.4802,gdp
1298191475737.609,gdp
1403711737729.723,gdp
1694486071402.47,gdp
2046090053815.5464,gdp
2316123721215.222,gdp
2249264646628.9697,gdp
2252789513944.2607,gdp
2321998212571.3306,gdp
2400309598881.9155,gdp
2398887158157.9062,gdp
2449690187383.698,gdp
2605947790285.915,gdp
2693997677976.966,gdp
3069619982603.0195,gdp
2962306114789.9565,gdp
3176786976145.7427,gdp
3516032465649.864,gdp
3955758244455.773,gdp
4532077392613.595,gdp
5044736122063.44,gdp
5353982644746.822,gdp
5326398707103.191,gdp
5122654498526.614,gdp
5557879880102.092,gdp
5572267083031.901,gdp
5670206841562.761,gdp
6346256902458.924,gdp
7444671186560.865,gdp
8788211804677.96,gdp
10346313007674.254,gdp
12703066994715.035,gdp
15080296673808.402,gdp
15112134343474.09,gdp
18410290632937.094,gdp
21713900541468.258,gdp
23131481309284.89,gdp
24546674700274.297,gdp
25680744767168.285,gdp
24911694910932.1,gdp
25202592678135.547,gdp
27530340426178.0,gdp
29284043921765.36,gdp
29978481798259.293,gdp
29051739634677.75,gdp
34266063721746.76,gdp
35907869702102.16,gdp
36786942112904.5,gdp
3571250000.0,gdp
3083333333.333333,gdp
2320435308.34341,gdp
2371711383.172701,gdp
1702292855.6026738,gdp
1752979926.41489,gdp
1695122173.9130435,gdp
1930081168.831169,gdp
1698717504.6554935,gdp
1170782957.3744323,gdp
1288429391.7995076,gdp
1480673594.0560205,gdp
1661818168.4226036,gdp
1980907434.768264,gdp
2598249555.89984,gdp
2988342907.0309634,gdp
3408255450.5509,gdp
4401173151.937674,gdp
6054824248.242213,gdp
5439434271.7880745,gdp
6974982369.601547,gdp
8414352020.494416,gdp
8709138634.82921,gdp
9496717875.519316,gdp
9402090137.742302,gdp
7797667196.730872,gdp
7980917075.774796,gdp
9514404016.209494,gdp
11252353420.879784,gdp
11736797054.696486,gdp
11530746234.44918,gdp
13691869264.079351,gdp
14510490660.251604,gdp
16539436547.294971,gdp
293127333.238065,gdp
327706210.435217,gdp
402451900.82128793,gdp
523554039.2032079,gdp
563949254.1140337,gdp
711978961.8936744,gdp
735324244.6673969,gdp
811191392.2242771,gdp
1000555218.0320864,gdp
1209870147.490988,gdp
1378175524.1118622,gdp
1205188647.9316258,gdp
1143216456.567955,gdp
1092560364.5195885,gdp
1037329604.3510796,gdp
1082867507.3314211,gdp
1515234743.4736657,gdp
1839081463.276756,gdp
2000704744.9153757,gdp
2010083833.1726036,gdp
2481307077.109889,gdp
2480540845.332419,gdp
2737049230.7044163,gdp
2574494355.7335696,gdp
2720332134.5362263,gdp
3130309995.3084774,gdp
3137886994.5220656,gdp
2840195190.36905,gdp
2934593467.685893,gdp
2907118641.177555,gdp
2654462665.268933,gdp
2673723033.7123938,gdp
2919647981.8147264,gdp
3597089750.782763,gdp
4043551488.8260303,gdp
4204652898.731028,gdp
4586826512.713562,gdp
5875790766.262101,gdp
6502942244.930676,gdp
5474379252.341142,gdp
5367561569.595484,gdp
6088689808.383467,gdp
5742749294.008515,gdp
6555591709.885848,gdp
7069353073.088819,gdp
6261649890.82388,gdp
6465645584.948767,gdp
6431271365.083382,gdp
7182444409.540691,gdp
7383944044.169999,gdp
6739645416.479156,gdp
8626081320.506119,gdp
8784002931.686646,gdp
2310099100.0,gdp
2552401933.333333,gdp
2725736633.333333,gdp
2098734600.0,gdp
2186505475.0,gdp
2896178866.6666665,gdp
3020611600.0,gdp
3204461566.6666665,gdp
3576966800.0,gdp
2560785660.0,gdp
2379018326.3157897,gdp
1317611863.8497653,gdp
768401634.1545731,gdp
925817092.217484,gdp
1452165005.238403,gdp
1345719472.358831,gdp
1180934202.8380103,gdp
1124440204.8473787,gdp
1057408588.6826868,gdp
1136896123.6129804,gdp
1267997934.312504,gdp
1396555719.9740863,gdp
1595297355.7834878,gdp
1992066808.0959773,gdp
2523471601.104208,gdp
3414055661.6159754,gdp
4234999703.900587,gdp
5623216608.042884,gdp
4583850367.88972,gdp
7189481998.900941,gdp
10409797377.857063,gdp
12292770631.564993,gdp
12582122604.257748,gdp
12226514668.062176,gdp
11619892590.694118,gdp
11181350649.357347,gdp
11480847740.73598,gdp
13178094720.498564,gdp
14206359017.514322,gdp
13312981429.08905,gdp
15286441737.668615,gdp
17146471713.748024,gdp
19872180369.6275,gdp
854261160.7142857,gdp
828950327.3532612,gdp
984293043.8115648,gdp
1159869245.92513,gdp
1284685050.524129,gdp
1707710053.1493838,gdp
2073234417.6806557,gdp
2257174480.785972,gdp
2721903148.914816,gdp
3680711743.772242,gdp
4545674527.610957,gdp
4159330369.547096,gdp
4142983843.491195,gdp
4544428421.495127,gdp
4087526241.812683,gdp
4465772400.37453,gdp
4593853290.963004,gdp
4054730077.577178,gdp
4376930578.323949,gdp
4856599480.79882,gdp
5506942238.356679,gdp
5542054181.126162,gdp
4769996866.007579,gdp
5861427505.124932,gdp
6229801580.791574,gdp
7404541964.507791,gdp
2037154741.9321053,gdp
2025693539.5584223,gdp
2379611124.614415,gdp
2657252578.3076344,gdp
2798345298.577806,gdp
2948331090.467524,gdp
2876401297.1075926,gdp
3046345314.386552,gdp
3271422332.619964,gdp
3651622668.951031,gdp
3956336244.118653,gdp
4356669034.342655,gdp
5074117544.774822,gdp
6242145880.0887575,gdp
7675466449.355309,gdp
8984853005.080584,gdp
9584297284.283163,gdp
11049783871.814425,gdp
13236946233.575916,gdp
15911994817.310717,gdp
21728516153.09073,gdp
17788185478.943974,gdp
17692276734.170986,gdp
16251408127.57345,gdp
14824667954.36736,gdp
14991283215.740831,gdp
19462085540.22311,gdp
21765195948.188976,gdp
25705296183.503677,gdp
26314313191.182552,gdp
30179954774.98992,gdp
32285573573.918488,gdp
33711069430.78004,gdp
31655473663.834824,gdp
35604137422.5796,gdp
39030285468.38408,gdp
43161571527.63532,gdp
39147844526.08376,gdp
46497608724.9865,gdp
46266428648.14326,gdp
43017455401.844536,gdp
43831480207.64445,gdp
47077192187.64177,gdp
58029363354.27568,gdp
66114145451.00669,gdp
68852658068.66728,gdp
75883823300.85452,gdp
86947913286.72797,gdp
101822906949.06345,gdp
101154952240.8807,gdp
100865329473.43983,gdp
110080631332.37537,gdp
106937392311.12907,gdp
115739287305.0801,gdp
119130841411.6636,gdp
110413823841.59187,gdp
111572947004.91748,gdp
118540573367.84428,gdp
127341147581.81831,gdp
128920266409.4575,gdp
121353645057.14368,gdp
141817797083.46814,gdp
130912558829.8398,gdp
141109373209.41437,gdp
3854856434.5806246,gdp
2798696511.18156,gdp
2883161897.4265127,gdp
2958108170.3206115,gdp
3061646173.739377,gdp
4030146134.5706015,gdp
4873663774.930193,gdp
5551118148.73836,gdp
6285219691.224625,gdp
5930685214.615951,gdp
5650154067.103462,gdp
5950769426.602135,gdp
6583526860.580616,gdp
7937255565.357649,gdp
8868504899.946728,gdp
9509835536.93373,gdp
10811456005.94048,gdp
12920340964.65435,gdp
12263894790.012465,gdp
11411894723.864029,gdp
14619279988.71596,gdp
16688114144.074518,gdp
17198073057.198067,gdp
17978246586.066242,gdp
16208985769.614956,gdp
12069051237.171114,gdp
13264640645.77679,gdp
15017359042.446371,gdp
15512758964.577944,gdp
14235420174.181255,gdp
16168055475.085009,gdp
18406835494.94681,gdp
20624597846.549507,gdp
545098447.6408623,gdp
605581577.2870662,gdp
634528872.0203601,gdp
598998418.7245831,gdp
411419905.8466212,gdp
367053117.2245234,gdp
293103478.5484835,gdp
420359035.897436,gdp
559956130.2836221,gdp
571854214.589142,gdp
563555630.7695452,gdp
587448405.4887729,gdp
662213082.7415351,gdp
719754655.3589644,gdp
1225589878.068092,gdp
1061107353.6723164,gdp
1204699849.1259172,gdp
873579931.9299011,gdp
935408774.9519184,gdp
952265043.4383826,gdp
1038225167.0588236,gdp
1111000765.2898695,gdp
1481165467.832137,gdp
1381573615.2513,gdp
1304063253.0413623,gdp
1478908173.2679565,gdp
1582873750.3206818,gdp
1562448076.6568878,gdp
1541088312.254534,gdp
2013448228.729754,gdp
2115193513.2955616,gdp
2069832686.9806092,gdp
2411552288.76212,gdp
3163020034.636372,gdp
4432257173.649197,gdp
5289174942.534038,gdp
6123556716.81329,gdp
4722288495.660847,gdp
6459461639.302425,gdp
8486832800.884982,gdp
8905066163.586428,gdp
6477790688.228438,gdp
6777632512.078098,gdp
10467109977.671677,gdp
10567354056.404903,gdp
11986972418.5103,gdp
14502553709.830303,gdp
20182477480.551235,gdp
31862554101.937805,gdp
36906181380.81268,gdp
49540813342.4834,gdp
59977326085.99077,gdp
59937796648.21576,gdp
60269732854.82703,gdp
65531374199.66632,gdp
59607290407.61913,gdp
63298361996.2153,gdp
66053040483.001625,gdp
67860515989.51704,gdp
75065106227.6892,gdp
79006113643.19055,gdp
66345291160.16825,gdp
62253049891.64494,gdp
64815031669.095245,gdp
2421990337.992435,gdp
2249908577.803252,gdp
2118710248.2372704,gdp
2297400687.550489,gdp
1951260037.8098488,gdp
1608237350.3987794,gdp
1809048527.1541052,gdp
2300068217.018093,gdp
2495094746.4402404,gdp
2535135797.583919,gdp
2789921853.3765235,gdp
2996869281.4836407,gdp
3429521699.4025974,gdp
3251188833.145334,gdp
3666503529.6291146,gdp
3978514206.31168,gdp
3989163196.5676665,gdp
4154989950.003928,gdp
3873109865.556834,gdp
3868551730.3916335,gdp
3922232164.831751,gdp
3557341215.1515923,gdp
3349169826.3889647,gdp
4926439383.514245,gdp
6609205994.774056,gdp
7248374837.720556,gdp
8001779551.063232,gdp
8839536475.999632,gdp
8607431497.49471,gdp
8938847189.075916,gdp
11431412421.13161,gdp
12523359440.549862,gdp
13042053591.685684,gdp
12043307277.123508,gdp
12435430969.630136,gdp
11335161083.506102,gdp
10722018732.093588,gdp
12895153160.46599,gdp
13682018827.04337,gdp
12541928102.765703,gdp
10583748541.525812,gdp
12402486183.639605,gdp
12567271004.676125,gdp
12351024843.746696,gdp
17570365.960027102,gdp
19009433.340596933,gdp
21734268.534830257,gdp
26529816.50030455,gdp
35994511.24332233,gdp
40106775.60175188,gdp
40287426.700748645,gdp
40444701.645525,gdp
41754146.88029348,gdp
44431329.774666585,gdp
46947124.24466262,gdp
51689636.0691117,gdp
52877742.64916617,gdp
48439093.07734357,gdp
47363231.13471862,gdp
41548740.60826141,gdp
39939390.80049797,gdp
40118409.87365339,gdp
45931133.93425,gdp
53736786.06372136,gdp
55572375.46512728,gdp
52533788.556628205,gdp
51133123.1254326,gdp
43542088.25182687,gdp
39742511.24178485,gdp
39969705.96970597,gdp
37458801.21396054,gdp
37331507.27813429,gdp
29664450.925863124,gdp
27328612.60809625,gdp
26930980.342900205,gdp
22613287.53890737,gdp
21017423.608204268,gdp
24778159.58066395,gdp
30587565.798833407,gdp
30070666.065253343,gdp
29200359.38903864,gdp
22766972.18896587,gdp
37602264.73068721,gdp
44176245.549243264,gdp
47562844.61042507,gdp
65071879.77871618,gdp
101055722.95057964,gdp
94385014.94258416,gdp
99149244.4001333,gdp
84863440.58019969,gdp
97541943.03550526,gdp
109355638.86695492,gdp
130995566.30390972,gdp
125160115.54781868,gdp
124685688.1610939,gdp
175390280.69161984,gdp
153824609.47051683,gdp
154127798.19354144,gdp
508334413.9650873,gdp
531959561.62226015,gdp
574091101.1943824,gdp
496947904.4430329,gdp
496098775.308642,gdp
735267082.2942643,gdp
906811943.824649,gdp
841974025.4626591,gdp
772231386.9148285,gdp
788641965.4320987,gdp
865975308.6419753,gdp
882765471.6049383,gdp
1024098400.3561876,gdp
972101724.995368,gdp
1217953546.9760363,gdp
1575789254.46938,gdp
1452788984.862647,gdp
1382400000.0,gdp
1604162497.4594529,gdp
1851250008.3333333,gdp
1945916583.3333333,gdp
2275583316.6666665,gdp
2395423741.797618,gdp
2447174803.377913,gdp
2581207387.7970943,gdp
2619913955.515564,gdp
2850782044.043058,gdp
2957255379.543149,gdp
3487009748.356382,gdp
3525225786.5869083,gdp
3627560239.489972,gdp
3921476084.890719,gdp
3401211581.2917595,gdp
3660041666.6666665,gdp
4066775510.2040815,gdp
4401104417.670683,gdp
4521580381.47139,gdp
4918691916.535157,gdp
4856255044.390637,gdp
5033642384.10596,gdp
5494252207.905025,gdp
6007055042.17687,gdp
6050875806.664032,gdp
6330473096.540709,gdp
7273938314.719876,gdp
8130258377.90964,gdp
9043715355.888098,gdp
10325618017.37897,gdp
12545438605.395878,gdp
12854985464.076431,gdp
16002656434.474615,gdp
21573872420.70081,gdp
21703100877.13089,gdp
22162204924.572582,gdp
22731612922.19064,gdp
24360801286.76381,gdp
24524109483.529343,gdp
28971588940.363995,gdp
33111525237.14897,gdp
34186180699.02548,gdp
33433659301.24655,gdp
36924841394.26049,gdp
41182939600.67002,gdp
40908073366.84552,gdp
13263458995.38695,gdp
14578381187.724997,gdp
15824293505.81906,gdp
17168477019.903477,gdp
20202316519.43203,gdp
22688478854.66244,gdp
24705121841.706,gdp
27103938850.67979,gdp
30053405731.016724,gdp
34035946908.561382,gdp
38164716625.06848,gdp
44579122807.01754,gdp
54706557264.48778,gdp
71840909664.19676,gdp
87243413394.54054,gdp
100249523353.0847,gdp
109168720620.10336,gdp
127016990212.80415,gdp
155859695457.32327,gdp
179669405690.43173,gdp
195152092662.3809,gdp
164134217080.27905,gdp
158479527935.95773,gdp
153445465987.18246,gdp
143912664148.35165,gdp
143845822717.62207,gdp
200862095700.6656,gdp
245046310922.5413,gdp
261910508417.88385,gdp
258336705808.99927,gdp
318330511920.6099,gdp
327500327675.6247,gdp
362962872180.4511,gdp
353550169672.5202,gdp
379130260322.0729,gdp
452301674444.1394,gdp
450490196078.43134,gdp
416812740004.51776,gdp
438008220395.46765,gdp
447049523049.8079,gdp
417479337444.7068,gdp
431586852369.6856,gdp
473861980070.98126,gdp
580070360701.9596,gdp
658380081545.1754,gdp
685348181515.953,gdp
733955269898.8225,gdp
848558887541.1792,gdp
951869997864.0624,gdp
871518638049.2181,gdp
847380859016.6683,gdp
905270626332.6866,gdp
838923319919.5315,gdp
877172824534.5123,gdp
892167986713.7224,gdp
765572770634.3746,gdp
784060430240.0797,gdp
833869641687.0603,gdp
914043438179.6072,gdp
910194347568.626,gdp
909793466661.4812,gdp
1029678338329.4408,gdp
1009398719033.078,gdp
1118124749886.2942,gdp
159594492.46365508,gdp
164206536.44516236,gdp
180036767.6488609,gdp
215507162.56893,gdp
263108841.33841592,gdp
358815684.07189184,gdp
413985778.5896558,gdp
506808996.69466096,gdp
542293399.8626184,gdp
637403478.4924859,gdp
816652164.4002408,gdp
798313521.6898026,gdp
837620126.5585284,gdp
846004687.7580928,gdp
1047225723.5738628,gdp
1182463951.2181408,gdp
972564154.8151308,gdp
904599869.7258328,gdp
823857893.1631225,gdp
796066194.7385732,gdp
854820893.5771364,gdp
1201321513.7666707,gdp
1488093101.5027547,gdp
2072775508.1479635,gdp
2185082938.930778,gdp
2529440424.166476,gdp
2653780672.0955467,gdp
2923883281.085792,gdp
2822243780.975425,gdp
3038728384.866342,gdp
3628440505.141931,gdp
3606968435.999168,gdp
3291131281.040994,gdp
3556304832.6810384,gdp
3647802049.809107,gdp
3420032041.073849,gdp
3297734891.146612,gdp
3740056747.719794,gdp
4915353827.105759,gdp
5895008977.953097,gdp
6238629487.013308,gdp
6979155387.867922,gdp
8819917180.342648,gdp
9067619760.070732,gdp
8704438102.201416,gdp
9364350076.912249,gdp
10351448004.767365,gdp
9659151917.404844,gdp
10151382933.159395,gdp
10635035594.752802,gdp
8738203074.395699,gdp
8724568954.897991,gdp
9174048681.98577,gdp
9896402283.685871,gdp
9475655324.594954,gdp
9454629467.914082,gdp
10071349663.848385,gdp
9623318718.314594,gdp
5536098606.292308,gdp
5721995118.281332,gdp
6133158804.522584,gdp
6699741942.539899,gdp
7340766740.941144,gdp
5706251653.547441,gdp
5917437956.10272,gdp
6016017494.196189,gdp
5228045647.392999,gdp
5814357966.661543,gdp
6495605619.342289,gdp
7911136757.068666,gdp
9567331064.657269,gdp
12802281897.871157,gdp
13940981798.124657,gdp
12861983284.391235,gdp
13604832424.006235,gdp
15446825318.455614,gdp
18530518394.64883,gdp
20731243113.2926,gdp
23244547384.67477,gdp
24417617184.24777,gdp
24164603058.994904,gdp
24309279705.57308,gdp
21665975318.884163,gdp
24679795396.41944,gdp
30604668356.5695,gdp
40376354069.94739,gdp
45176811594.202896,gdp
43920222524.70853,gdp
45495129385.04751,gdp
42745329732.16296,gdp
41649829859.6342,gdp
46775620817.43266,gdp
55314732279.13792,gdp
63918703506.90754,gdp
70140835299.01485,gdp
66075143415.49518,gdp
56227169851.04479,gdp
58762260625.87576,gdp
52623281956.70312,gdp
53872425916.62481,gdp
66627729311.44955,gdp
88250885550.26262,gdp
103905210084.03362,gdp
114720129550.09506,gdp
111538810712.66457,gdp
137188946865.5839,gdp
133131369930.414,gdp
121373602348.67886,gdp
146517541181.254,gdp
168295307149.46033,gdp
176210710655.20847,gdp
190909855416.3399,gdp
201337554959.48956,gdp
178104220784.8812,gdp
188898209220.16672,gdp
206566916732.2921,gdp
211846555690.7363,gdp
212846907683.439,gdp
212697530897.5604,gdp
253644079784.97665,gdp
246733522841.35272,gdp
253465703232.14597,gdp
647249804.6899999,gdp
987064516.1290324,gdp
1110472675.656494,gdp
1690713683.618994,gdp
1792800000.0,gdp
1912586292.7905488,gdp
3861518689.8511057,gdp
4131909868.002544,gdp
4308096532.511411,gdp
4389965590.965379,gdp
4635354832.307998,gdp
4856005698.898326,gdp
5109583827.378512,gdp
5351768843.619829,gdp
5223736466.146948,gdp
5322243501.979529,gdp
5792949922.194613,gdp
6321335612.222335,gdp
6763688104.723961,gdp
7423421958.424805,gdp
8496946608.23151,gdp
8298679908.552324,gdp
8758592272.105785,gdp
9774307336.23792,gdp
10531964139.348614,gdp
10982938825.699354,gdp
11880434070.78112,gdp
12756706583.31132,gdp
13286118584.256315,gdp
13785943183.066065,gdp
13025239912.27514,gdp
12699046244.607012,gdp
12681548303.685562,gdp
14144067555.656649,gdp
15649934214.927635,gdp
17829215283.799656,gdp
449526873.2958902,gdp
485785230.9789874,gdp
531736599.2504645,gdp
586294878.7446434,gdp
582816396.4044087,gdp
673383510.8128659,gdp
702296078.5931734,gdp
665586872.2744464,gdp
641214226.2094933,gdp
625867985.2737976,gdp
649916621.2429781,gdp
693573703.630273,gdp
742779660.8186927,gdp
946385105.193732,gdp
1026137110.8930883,gdp
1048690933.2102731,gdp
1064517601.2902488,gdp
1291458041.46193,gdp
1774365589.708151,gdp
2109277665.699124,gdp
2508524720.7189546,gdp
2170893414.388801,gdp
2017612215.9793472,gdp
1803099561.2004635,gdp
1461243326.1288204,gdp
1440581652.3985307,gdp
1904096998.3000925,gdp
2233006104.927759,gdp
2280356192.7627306,gdp
2179567114.3339124,gdp
3512356507.885992,gdp
3285796874.9712543,gdp
3386232579.225225,gdp
3052673849.251811,gdp
1938058175.2139933,gdp
2302537562.244061,gdp
2405686940.0464,gdp
2290318910.206582,gdp
2643363518.9927177,gdp
2537789820.692951,gdp
2241753192.8115754,gdp
2448714703.966169,gdp
2782192878.6720395,gdp
3394084732.495433,gdp
3760443737.5379744,gdp
4383315964.587175,gdp
4756361252.379227,gdp
5731485051.790689,gdp
7297600226.005361,gdp
7352131309.733413,gdp
7851192502.309172,gdp
8772950777.791763,gdp
9426912647.591106,gdp
10224897437.864824,gdp
10862943543.541924,gdp
9683867926.442823,gdp
10398861981.758308,gdp
11185104251.69431,gdp
12837307496.882084,gdp
12889555561.22991,gdp
13744653103.057987,gdp
14915002436.069023,gdp
15433852712.296335,gdp
16819170420.565315,gdp
4196174501.5302,gdp
4467287893.084843,gdp
4909399176.24033,gdp
5165590253.763899,gdp
5552931318.827473,gdp
5874537650.18494,gdp
6366917453.233019,gdp
5203237918.704833,gdp
5200997919.600832,gdp
6634317346.273062,gdp
12546094981.562008,gdp
9181769911.504423,gdp
12274416017.797552,gdp
15162871287.128712,gdp
24846641318.124207,gdp
27778934624.69734,gdp
36308883248.730965,gdp
36035407725.32189,gdp
36527862208.71327,gdp
47259911894.273125,gdp
64201788122.60536,gdp
164475209515.9386,gdp
142769363314.17624,gdp
97094911792.04892,gdp
73484359521.4887,gdp
73745821158.22536,gdp
54805852580.91286,gdp
52676041931.10873,gdp
49648470440.459335,gdp
44003061108.400505,gdp
54035795387.80861,gdp
59526833412.35814,gdp
52058181853.805466,gdp
56721051402.47319,gdp
80399613063.63637,gdp
140919776986.36365,gdp
185730236700.0,gdp
200850397618.18185,gdp
218416200672.7273,gdp
59145077039.14369,gdp
69171451627.24646,gdp
73557840064.48904,gdp
95054059302.69946,gdp
104738954264.2257,gdp
135764731645.61142,gdp
175670569969.3456,gdp
238454997161.47983,gdp
278260846800.103,gdp
339476276257.7929,gdp
295008835380.9966,gdp
366990417129.0396,gdp
414466676831.15967,gdp
463971018239.2805,gdp
520117180313.906,gdp
574183763411.5076,gdp
493026682800.6295,gdp
404649125252.1596,gdp
375745731053.4268,gdp
421739251509.0796,gdp
474517490844.461,gdp
432198898467.79486,gdp
440838992188.478,gdp
472624596925.9383,gdp
362814951696.0728,gdp
582636821806.4363,gdp
603067753167.8567,gdp
646069775333.2383,gdp
682295256201.7305,gdp
733755851174.7605,gdp
796668611597.7737,gdp
874419347400.7117,gdp
925632061886.8256,gdp
1012423833006.1604,gdp
1097008083538.611,gdp
1161681557632.309,gdp
1264667554743.5137,gdp
1392809248873.6235,gdp
1557409843565.6433,gdp
1706504788139.0596,gdp
1859668757176.5632,gdp
2081069912576.0647,gdp
2294598176304.6543,gdp
2571444342386.254,gdp
2871741324295.7144,gdp
3132696865996.053,gdp
3515026742787.8594,gdp
3659222307440.608,gdp
3976793677182.733,gdp
4395317100091.543,gdp
4706204512481.652,gdp
4959811337023.724,gdp
5289645738278.709,gdp
5747233127658.554,gdp
6210293493275.243,gdp
6560811991360.987,gdp
6772291612315.615,gdp
7116394258318.855,gdp
7439432921639.4,gdp
7869047506907.265,gdp
8247740840061.207,gdp
8706425384132.746,gdp
9235471826855.557,gdp
9699947748000.0,gdp
10312908629271.115,gdp
10999205634931.586,gdp
11324591275355.37,gdp
11693694562098.004,gdp
12356177171634.783,gdp
13248370941278.248,gdp
14217173734778.676,gdp
15140991809590.973,gdp
15949815407783.26,gdp
16329831690721.65,gdp
15859348142157.293,gdp
16672948893486.26,gdp
17399371321174.52,gdp
18088714669521.598,gdp
18733746177834.984,gdp
19420301866439.94,gdp
19858182357217.14,gdp
20339807652907.426,gdp
21268509960244.094,gdp
22389071169783.023,gdp
23272543648672.52,gdp
22985521877000.195,gdp
25608789788464.152,gdp
27913419349422.01,gdp
29509296092073.555,gdp
4699646643.109541,gdp
4938775510.204082,gdp
2436849341.976036,gdp
2682456896.5517244,gdp
3559608639.983794,gdp
4707041315.242023,gdp
4642021256.3068905,gdp
3912986090.973632,gdp
3765745023.207396,gdp
3863619284.779392,gdp
3772859034.205079,gdp
3709636030.665784,gdp
4018365747.009719,gdp
4946296599.08467,gdp
5682784471.697219,gdp
6258602872.678975,gdp
6861226971.556173,gdp
8336474973.729493,gdp
9909552434.511362,gdp
9401736825.42688,gdp
9407170321.377522,gdp
10494626767.64451,gdp
9745261300.577885,gdp
10817702346.067411,gdp
11362265252.777998,gdp
10064519962.565548,gdp
10672467073.287252,gdp
11307067069.66582,gdp
12683068114.23885,gdp
12606338448.546968,gdp
12361036913.840923,gdp
14000283827.01538,gdp
13711469681.153498,gdp
14761237042.205698,gdp
1284000000.0,gdp
1239000000.0,gdp
1210000000.0,gdp
1061000000.0,gdp
990000000.0,gdp
938000000.0,gdp
939000000.0,gdp
795000000.0,gdp
799000000.0,gdp
729000000.0,gdp
746000000.0,gdp
772000000.0,gdp
